V1,V2,V3,V4,V5,V6,V7
4.48,12.18,3.34,11.4,6.2,7.17,3.7
1.86,4.76,3.09,2.48,5,1.27,1.59
2.83,1.03,0.3,0.31,2.33,6.45,0.6
1.22,0.42,0.9,0.47,4.4,0.69,0.39
0.82,1.43,0.16,0.6,0.18,0.14,0.06
0.1,0.1,0.24,3.38,2.27,0.1,0.61
0.84,1.14,9.84,3.1,1.09,0.69,0.15
0.08,0.64,1.13,0.39,1.86,2.11,3.66
2.26,2.09,1.89,1.2,0.26,1.12,0.28
9.85,11.88,0.7,1,1.74,5.15,2.81
0.34,0.01,1.16,4.79,4.84,2.32,7.2
3.26,0.3,0.07,1.06,4.42,1.75,5.77
3.83,6.4,5.57,10.45,3.3,0.34,0.01
0.05,0.23,0.35,1.01,2.2,0.11,0.01
0.49,3.07,3.22,0.43,12.42,2,0.47
2.96,0.78,0.15,0.13,0.02,0.52,0.69
0.81,0.08,0.05,0.32,0.33,1.81,2.32
0.28,2.6,1.22,0.55,0.39,1.1,0.37
6.09,5.31,2.09,1.2,2.81,4.32,2.49
0.22,1.55,1.97,0.27,0.12,0,0.05
0.4,0.96,0.93,2.91,4.13,2.18,3.7
10.31,2.36,5.88,1.2,0.76,0.47,0.74
0.95,1.38,1.16,0.63,6.42,8.92,2.76
4.29,2.96,2.36,1.73,1.67,2.55,0.84
1.86,0.37,1.07,4.85,8.8,4.63,3.5
2.91,5.03,4.35,0.52,1.49,2.17,6.47
0.7,2.63,5.58,3.3,4.02,0.99,1.18
2.38,0.71,1.13,2.13,1.93,2.41,1.67
2.06,2.14,5.28,2.18,3.34,0.65,0.36
3.4,3.9,5.39,1.31,1.44,0.43,0.17
0.27,0.91,0.91,2.19,7.29,2.74,1
3.56,2.61,0.74,0.32,1.23,2.2,1.42
1.71,2.93,0.48,2.21,2.07,1.06,1.24
11.45,5.13,5.37,1.46,5.19,2.39,2.05
0.8,0.29,2.71,5.18,2.49,0.13,0.06
3.06,4.41,2.22,0.3,0.08,2.09,0.29
0.83,5.6,5.29,1.72,0.98,5.15,5.28
3.22,0.61,1.8,0.98,1.8,0.84,12.73
2.27,0.58,2.33,5.22,1,0.69,0.96
0.39,3.76,7.28,10.06,0.45,0,0.17
1.49,2.9,3.7,2.87,1.95,5.25,7.29
4.74,1.82,1.12,0.55,0.09,0.46,0.02
0.52,0.85,0.94,2.78,0.58,0.8,0.25
0.2,0.38,0.13,0.54,0.52,1.12,0.63
0.68,1.1,19.04,2.46,0.99,1.19,4.25
1.45,3.26,0.71,4.23,3.46,1.1,0.28
0.19,2.68,0.92,5.13,2.49,0.17,0.09
1.43,6.85,0.41,0.06,1.32,0.7,4.18
7.6,0.7,0.23,0.22,1.73,0.37,0.04
0.17,0.33,0.18,1.51,1.58,4.26,2.43
2.56,9.79,2.3,2.47,0.86,0.55,1.88
1.47,2.71,4.32,0.63,2.66,0.43,11.8
8.63,1.89,1.64,5.84,1.73,5.08,2.05
4.39,4.27,5.27,1.81,7.67,4.38,1.66
3.19,6.69,1.07,1,1.45,9.57,7.82
1.58,1.05,0.37,3.37,2.09,1.7,0.64
0.09,2.83,4.46,0.8,1.37,2.2,1.07
1.14,2.53,1.01,0.82,3.88,5.09,1.58
0.46,0.78,4.04,3.17,0.47,0.46,0.48
0.18,0.02,0.26,1.66,0.52,0.36,4.39
7.74,3.34,2.27,10.11,1.9,2.59,5.97
0.03,0.98,1.12,0.01,1.02,0.51,0.12
0.35,0.69,0.57,2.16,0.81,0.33,1.11
4.4,2.58,0.6,0.56,0.11,0.34,1.64
3.91,0.27,0.27,1.77,1.79,4.01,3.44
4.23,0.89,6.48,3.94,1.8,1.94,0.44
2.31,0,0,0.15,0.81,4.48,0.89
1.74,1.67,0.51,1.82,5.91,0.96,0.01
0.16,0.1,0.01,0.03,0.1,0.07,0.11
0.17,0.47,0.24,0.37,4.35,3.91,5.1
1.39,2.19,2.31,0.68,0.02,0.2,0.33
1.15,4.06,7.88,2.46,2.93,1.22,5.09
4.97,12.84,8.21,0.51,0.28,0.03,0.16
3.96,5.77,6.39,8.34,0.78,1.49,1.52
2.81,3.09,0.57,3.32,2.41,1.86,0.55
3.71,8.73,0.7,0.2,0.62,0.83,0.37
0.41,0.52,2.53,3.15,4.99,7.04,5.55
6.02,5.77,5.82,3.17,7.81,0.88,11.49
5.99,8.1,2.2,3.03,2.95,7.17,1.17
0.43,3.39,1.94,3.74,4.43,1.17,1.83
1.25,2.19,0.52,1.93,1.59,5.93,5.03
1.49,0.17,2.17,1.2,0.71,1.68,9.43
0.6,1.24,4.68,7.09,3.15,5.11,8.57
2.1,1.65,3.24,0.64,2.71,9.45,0.13
1.17,3.73,1.41,0.23,0.96,3.72,0.91
0.73,0.49,0.81,0.89,3.03,0.3,0.04
0.24,0.87,0.73,1.09,3.46,4.66,4.61
3.52,6.69,8.33,4.53,5.8,2.36,1.63
4.77,8.23,2.01,0.37,1.51,0.01,1.54
2.96,5.33,0.34,0.62,3.19,1.91,1.61
3.45,2.26,5.25,22.05,4.11,2.51,3.57
4.36,1.4,2.81,0.51,4.12,4.97,1.93
1.62,0.89,4.19,17.65,0.67,1.12,5.64
3.44,1.8,1.77,1.16,3.71,8.48,2.22
0.37,0.43,0.46,0.6,0.05,0.96,3.9
0.83,1.68,23.79,7.29,0.22,0.12,0.12
0.38,0.11,0.36,2.87,0.2,0.78,0.55
0.78,0.2,0.39,0.74,0.2,2.16,2.11
0.93,0.64,4.9,2.36,3.23,11.23,1.9
2.09,1.1,0.11,0.06,0.34,4.37,2.39
7.63,1.62,0.16,0.31,2.15,3.26,0.89
0.95,0.96,6.44,4.32,2.91,0.65,0.44
1.67,7.02,1.14,1.11,0.97,0.66,1.17
2.68,2.51,4.87,5.84,1.02,1.64,0.73
6.59,4.05,3.96,1.87,1.83,2.27,0.82
1.06,7.93,2.03,1.65,1.05,1.02,3.99
2.16,2.78,2.4,3.15,2.27,0.61,2.42
3.17,0.93,1.26,0.72,0.25,0.01,0.12
2.08,2.33,0.69,2.13,2.59,0.53,1.98
0.55,0.55,0.85,1.85,4.41,0.31,0.18
4.35,3.36,4.39,1.41,0.22,3.35,0.78
1.07,0.25,0.26,0.82,7.18,2.67,2.24
2.78,0.5,0.21,3.81,0.89,0.05,0.18
0.68,0.85,0.31,1.71,3.26,0.17,4.41
1.2,1.39,1.57,4.3,0.56,0.07,0.17
1.89,0.87,0.41,0.9,0.81,4.28,2.87
1.67,4.9,4.87,1.41,0.48,0.51,0.74
3.17,4.94,4.14,3.44,2.5,6.24,9.2
0.99,0.24,2.64,0.65,0.64,1.32,1.15
0.13,0.96,0.27,0.36,17.96,5.43,1.27
0.08,0.09,0.1,0.22,0.82,0.51,0.2
1.48,4.21,0.02,0.19,2.32,1.92,2.3
4.53,11.96,6.53,6.17,4.78,12.28,2.55
0.68,0.22,1.21,5.67,9.15,0.76,0.52
1,2.16,10.56,5.39,0.97,0.15,0.55
1.08,0.52,1.85,0.66,6.01,1.85,1.22
0.69,3.56,0.94,0.98,1.61,4.54,17.89
9.57,2.97,9.19,11.53,4.04,4.62,0.8
3.32,1.35,9.59,9.6,4.16,1.24,12.94
6.42,6.63,0.64,1.42,5.78,3.7,3.01
3.29,1.24,0.49,1.89,0.08,1.94,1.22
14.61,0.61,1.32,2.22,2.39,5.14,5.77
2.25,1.08,0.32,1.65,2.17,2.85,0.42
1.2,2.02,2.82,0.41,2.06,2.25,2.1
4.49,7.91,7.33,6.18,1.02,0.64,7.74
10.3,4.26,7.69,3.77,2.23,1.9,2.29
0.25,0.62,3.11,1.01,3.21,1.38,0.27
2.53,1.81,8.29,3.19,0.07,1.52,4.25
0.54,3.56,0.88,5.1,2.97,1.4,3.5
2.46,0.15,0.3,2.28,1.53,2.64,2.29
12.09,5.25,3.01,0.51,9.54,1.35,0.16
0.17,1.26,2.66,7.6,2,7.94,7.94
1.46,0.49,1.03,0.72,0.55,0.1,0.16
1.33,1.82,2,3.25,4.73,3.95,2
0.49,0.05,0.14,0.02,0.18,2.11,3.15
0.84,0.63,1.83,1.75,0.13,0.21,0.32
0.1,1.69,1.71,4.04,5.06,2.46,0.05
0.05,0.46,0.92,4.84,2.53,1.06,0.87
0.44,3.71,2.66,1.67,11.92,7.43,0.33
0.84,3.82,2.05,0.78,2.82,1.73,2.31
3.48,4.77,2.56,1.86,0.55,1.35,4.9
7.32,1.54,1.88,1.36,0.51,0.47,0.14
0.36,2.07,3.92,4.13,1.17,2.18,2.08
1.79,13.85,2.23,6.96,3.01,1.9,11.97
4.71,2.06,3.1,2.6,5.21,1.6,2.38
3.35,0.49,2.11,1.55,0.49,1.32,4.27
0.75,0.26,0.93,2.81,4.36,5.09,2.44
2.33,0.64,2.29,0.1,0.17,0.64,0.47
0.97,3.3,1.62,2.83,1.2,0.4,0.37
0.72,1.2,1.52,1.91,0.32,2.97,1.78
0.38,3.18,9.31,4.75,2.13,2.7,0.8
2.59,2.76,1.55,1.83,10.16,15.82,1.28
0.19,0.54,1.26,4.34,0.47,1.84,1.09
0.81,2.01,1.11,1.33,3.1,1.54,11.2
9.34,0.78,0.54,0.77,1.47,1.45,0.69
2.62,6.78,0.82,1.06,1.69,1.26,2.61
1.68,4.56,6.22,1.53,0.25,1.02,1.8
0.55,0.17,0.9,2.24,1.8,1.07,1.3
1.98,1.04,0.21,0.18,0.48,1.34,1.3
0.86,0.67,0.72,0.34,1.75,3.82,9.17
1.96,2.13,0.4,6.94,6.82,2.19,1.65
5.78,2.1,0.19,0.06,0.1,2.38,6.26
3.22,5.34,1.18,0.44,1.52,0.07,0.91
0.62,0.53,2.16,1.02,0.4,1.16,0.51
0.88,2.21,4.31,0.82,2.14,3.14,1.08
1.34,1.35,2.4,1.95,2.99,1.97,0.27
2.96,13.86,17.42,3.64,2.14,10.07,3.08
5.73,4.21,0.78,0.31,0.91,7.15,5.66
3.68,0.26,0.29,0.11,0,2.1,0.34
3.83,3.92,0.6,4.31,1.99,3.5,2.32
0.69,5.33,4,0.83,9.05,3.66,1.24
0.69,2.23,0.25,3.52,4.02,1.37,5.43
3.04,0.62,1.68,3.16,0.56,1.61,1.41
1.49,1.55,2.33,1.61,0.22,0.9,2.54
2.59,7.22,2.06,3.14,0.15,1.16,2.9
1.43,2.8,1.6,0.39,1.34,2.26,0.77
1.81,2.01,13.52,0.38,0.93,1.22,0.17
1.22,0.66,0.73,3.08,3.1,0.12,1.82
0.51,0.48,2.61,3.98,5.94,5.56,1.37
5.96,3.49,1.37,1.65,1.57,0.59,1.3
7.43,4.37,2.41,1.9,4.23,2.74,0.25
1.4,4.2,0.2,0.12,3.95,5.57,3.52
8.84,3.53,0.93,6.84,0.39,0.56,0.09
0.01,0.58,1.17,11.67,5.06,7,1.85
4.99,10.77,7.46,4.8,3.29,0.42,0.07
0.58,0.03,1.43,1.96,3.97,18.47,3.23
1.1,2.16,2.08,4.94,6.35,6.37,5.32
9.71,2.43,11.84,2.77,1.1,1.42,0.93
1.57,1.85,7.82,10.94,9.26,3.64,0.21
0.33,0.28,1.66,4.33,2.91,4.9,0.19
1.22,0.34,0.02,2.31,6.86,0.51,1.26
0.53,0.24,0.84,1.52,0.87,0.81,1.02
1.24,5.49,0.52,0.15,1.09,0.39,11.56
9.05,1.58,4.67,4.77,10.54,8.07,2.29
0.72,0.9,1.42,6.84,1.49,0.37,0.9
0.2,0.13,0.06,4.19,2.99,7.17,0.37
3.08,4.79,1.4,4.07,2.62,0.27,2.43
5.7,3.94,4.19,3.44,3.79,3.96,2.59
2.86,3.05,0.49,0.2,0.25,0.29,1.39
2.52,0.24,1.05,2.75,1,1.16,2.97
0.82,2.87,2.55,4.12,3.56,2.36,1.63
1.16,3.66,1.38,1.71,1.84,1.93,0.65
0.97,0.07,1.49,2.39,9.48,5.11,1.52
4.01,1.31,1.48,0.35,0.65,0.25,0.19
3.04,1.61,2.11,0.61,0.58,1.46,3.31
0.48,0,3.74,8.68,2.8,1.28,1.73
0.76,2.53,7.28,1.69,1.75,1.07,10.17
4.07,1.42,2.28,1.17,1.13,5.57,11.54
3.47,1.22,2.71,0.8,0.44,1.34,0.05
1.31,2.36,0.89,4.48,3.82,1.84,2.27
0.68,0.81,5.84,0.16,1.64,7.06,1.03
1.51,1.88,9.1,0.79,1.31,1.26,2.97
2.73,10.51,2.74,0.54,1.25,5.67,5.89
2.58,1.1,1.04,2.33,2.16,1.63,0.22
0.7,1.36,1.17,4.28,3.56,0.36,2.39
10.17,2.32,2.55,3.21,6.63,0.61,0.83
0.56,4.18,0.64,4.46,13.66,0.57,2.87
6.7,10.44,3.4,2.38,5.34,0.31,0.15
0.32,0.43,0.01,1.44,2.75,1.47,3.26
1.18,0.81,1.8,6.4,9.19,6.07,0.52
0.09,1.34,4.17,2.93,2,1.1,1.73
12.91,13.33,12.9,3.21,2.71,6.57,8.58
3.79,2.04,2.41,5.47,1.18,3.73,4.83
2.97,4.37,1.94,5.18,2.9,0.01,0.03
0.06,1.64,0.14,0.82,3.16,1.49,0.47
0.11,4.65,0.6,0.51,0.38,0.54,0.64
0.86,0.27,0.14,0.85,2.93,0.51,1.93
7,11.06,0.68,0.51,2.62,6.56,8.23
4.58,8.66,0.15,2.31,4.61,0.51,0.82
1.48,0.24,0.52,0.53,0.66,1.96,2.46
1.21,1.26,2.66,7.66,4.47,5.64,6.12
0.71,1.75,0,1.61,6.39,1.85,0.38
0.11,0.83,0.65,2.55,0.89,0.81,1.02
1,4.12,2.1,0.81,0.22,0.84,0.71
0.96,2.36,5.04,0.33,0.35,0.26,8.53
1.46,0.11,0.02,1.85,6.85,6.79,1.58
2.81,0.56,1.77,1.56,1.66,11.14,0.96
0.84,4.07,1.16,2.46,2.46,14.01,0.89
4.9,1.75,2.36,1.63,0.06,1.01,5.36
3.66,2.43,1.25,4.53,0.3,6.97,5.91
1.65,1.17,1.57,0.22,0.15,6.97,2.63
2.4,1.55,1.55,0.31,2.13,1.5,1.75
1.55,1.81,4.67,1.4,1.65,0.16,1.11
13.78,1.92,1.64,0.99,2.53,1.06,3.74
4.68,0.71,3.35,0.87,2,4.99,2.35
1.35,1.25,0.67,0.86,4.02,5.09,1.98
3.47,1.58,1,0.99,1.4,1.82,1.7
1.1,0.9,0.35,1.38,0.39,1.37,2.9
4.39,0.37,0.61,3.85,5.71,4.39,3.15
3.2,2.45,1.75,2.66,0.42,0.35,0.63
0.98,2.9,1.61,0.08,3.17,3.96,1.38
1.64,1.44,1.93,3.73,2.28,2.8,2.89
2,2.27,1.41,1.18,1.37,1.32,1.88
3.56,0.6,0.42,0.94,1.33,1.56,5.53
1.89,3.2,2.62,0.64,0.89,1.81,2.04
0.66,8.73,6,0.75,1.7,1.68,2.34
1.2,1.93,3.91,1.3,0.29,0.15,0.09
0.44,2.5,2.88,1.09,1.21,1.36,11.73
3.01,1.2,0.14,0.04,0.04,0.27,2.92
1.6,1.52,5.1,4.1,1.69,1.22,5.84
0.37,0.27,2.11,1.04,0.96,1.19,0.02
0.01,0.05,0.17,0.69,6.58,2.97,1.91
0.49,1.15,2.34,0.86,0.89,9.1,3.53
0.35,1.76,2.62,1.78,7.12,4.86,3.24
0.07,2.49,0.37,0.6,0.01,0.05,0.16
0.82,0.38,1.39,1.65,2.24,2.31,3.51
8.31,3.17,2.77,0.63,0.28,0.25,0.57
2.08,0.31,0.08,5.59,7.11,2.02,0.16
0.36,6.79,1.72,0.77,0.7,1.98,3.68
11.99,3.53,0.91,0.39,1.23,3.61,0.78
3.19,3.06,7.71,0.77,0.34,6.2,7.62
2.08,2.01,2.49,1.21,4.56,3.24,3.76
0.73,0.01,0.05,4.31,2.06,1.24,1.27
10.96,3.42,5.24,2.61,7.55,5.3,0.44
0.12,0.58,1.24,2.31,0.34,0.09,0.38
0.95,0.07,5.34,7.69,6,0.66,2.4
4.97,0.77,4.27,3.72,2.37,2.09,2.05
4.62,2.73,1.13,0.68,7.76,9.14,2.38
1.22,5.97,11.74,1.56,1.29,0.52,0.52
5.27,2.2,1.41,0.63,4.66,0.71,6.2
2.28,0.53,5.14,3.73,4.59,4.78,4.9
5.77,3.69,2.7,3.7,1.03,1.04,2.66
3.25,2.44,0.75,0.35,0.46,1.83,2.29
0,0.37,3.94,5.6,3.63,0.05,0.3
0.9,3.31,2.61,2.08,7.1,5.99,0.73
1.38,1.34,1.09,2.35,0.38,0.46,0.06
0.52,0.26,1.99,0.41,3.4,2.33,1.78
3.14,9.54,2.7,5.56,6.51,13.42,0.34
1.16,15.86,4.02,8.47,2.25,8.39,11.7
1.35,2.36,4.02,3.29,3.14,7.41,2.76
0.99,0.01,0,0.36,0.18,0.49,3.73
2.68,0.65,17.15,3.42,0.85,0.54,3.11
0.42,3.97,1.85,1.39,0.66,2.63,4.75
5.39,2.29,3.52,3.76,2.12,1.65,2.51
6.67,5.21,7.53,2.08,0.8,1.57,0.63
0.13,1.55,4.57,10.5,3.44,0.64,0.77
1.73,1.52,9.98,7.31,0.73,0.12,0.25
5.75,6.66,1.32,0.74,6.88,13.63,2.25
1.89,3.95,0.9,0.35,0.24,0.78,0.84
0.4,1.15,0.75,12.79,4.86,1.38,1.14
5.65,2.26,5.16,3.08,0.65,0.93,1.1
0.86,1.78,6.87,3.6,1.41,0.19,1.52
3.28,8.72,3.75,1.72,3.17,7.04,2.84
1.67,2.1,2.9,1.47,0.71,0.66,2.44
5.55,3.61,2.01,3.76,1.16,3.03,5.74
2.34,1.54,1.9,4.62,2.31,1.19,0.28
0.4,4.11,8.82,3.42,1.88,2.17,0.31
1.08,1.64,6.16,0.87,2.76,5.31,0.75
1.18,2.22,2.13,0.62,0.7,0.67,0.5
0.17,1.09,0.73,0.77,0.46,6.27,2.7
0.48,0.85,0.38,0.23,0.16,0.31,0.12
0.38,3.96,1.68,1.06,2.94,12.33,0.67
3.61,0.64,0.03,1.24,3.15,1.05,4.58
5.25,0.58,4.46,1.36,0.26,2.49,6.01
0.4,0.91,0.72,2.52,3.76,6.14,1.51
2.97,3.78,5.51,1.17,3.54,2.44,3.62
1.29,0.21,1.14,2.25,0.48,0.29,0.38
0.09,3.07,4.84,0.03,0.98,0.54,1.88
9.28,2.91,1.31,8.84,0.35,0.7,0.5
7.44,1.79,1.15,1.45,0.92,2.91,5.21
9.92,1.06,2.7,2.03,2.03,0.64,2.22
5.24,2.49,7.43,6.08,2.04,5.49,0.66
1.13,5.3,2.55,2.33,6.05,2.18,10.06
16.35,6.23,3.75,3.4,2.73,0.5,0.08
4.93,6.31,3.09,0.57,0.03,0.45,3.38
3.35,2.35,0.9,5.3,1.52,0.71,0.35
6.17,6.35,1.57,2.9,3.84,1.77,0.61
1.77,4.7,2.81,4.46,6.59,1.64,1.79
0.82,2.75,3.16,2.82,1.96,1.27,3.63
12.71,1.84,1.92,7.68,2.01,0.81,2.22
0.28,2.66,7.45,8.83,9.42,2.93,1.94
3.34,2.89,1.68,2.79,1.52,0.06,0.04
0.59,3.25,3.88,3.01,1.69,10.51,8.22
0.51,5.07,3.35,2.58,0.08,0.24,0.36
0.67,7.92,7.09,3.83,1.28,1.35,0.26
1.31,0.82,2.39,6.88,2.2,0.77,1.32
3.77,0.62,1.28,5.44,8.11,5.38,4
8.3,3.79,2.29,0.09,1.08,2.51,3.11
5.85,11.15,3,13.26,13.74,0.59,1.84
1.22,1.24,1.23,9.6,3.93,1.81,0.06
0.22,2.8,0.76,1.06,3.16,0.88,0.23
0.43,1.12,0.76,0.47,0.51,3.6,5.44
1.91,1.16,0.26,0.17,1.75,7.54,2.22
0.15,0.16,0.81,2.24,1.86,10.46,7.46
3.53,0.26,1.46,1.42,0.72,3.76,8.55
3.15,1.23,0.49,0.44,2.2,8.39,10.94
1.23,2.74,4.51,0.92,9.43,1.59,0.98
1.34,0.51,1.16,1.96,0.44,0.05,0.02
0.1,0.75,0.34,1.3,0.61,1.89,5.16
0.35,0.85,1.89,11.13,1.26,1.34,6.8
6.85,1.18,6.21,5.57,1.93,2.13,3.44
0.35,2.4,12.55,0.86,0.72,6.33,4.73
8.42,1.1,0.51,0.56,3.89,1.98,2.71
2.44,3.15,2.28,8.57,10.43,1.27,1.04
1.91,0.54,1.27,0.23,12.68,3.93,3.1
9.29,1.53,0.91,1.73,4.94,1.25,2.96
3.02,1.05,0.97,8.85,8.47,1.46,0.92
1.39,1.11,5.08,5.92,0.43,4.98,6.64
0.59,2.9,5.98,0.49,0.1,1.24,0.53
0.09,0.28,0.09,0.17,0.45,0.22,0.14
0.94,4.5,1.37,3.52,0.73,0.79,0.47
1.04,12.43,6.92,2.2,2.11,0.4,1.45
8.76,1.54,1.24,0.6,0.88,2.79,1.23
2.09,5.81,4.93,0.91,0.48,0.12,0.63
3.14,6.17,0.42,0.91,1.79,1.94,2.98
0.97,0.1,0.17,0.39,0.55,0.11,0.83
1.43,0.11,0.14,2.99,0.98,0.01,0.02
0.57,0.48,0.11,1.34,4.61,3,13.33
5.79,0.85,0.47,1.3,2.94,0,0.29
0.51,0.41,0.05,0.01,0.08,0.07,0.06
0.03,4.64,1.21,5.68,0.16,4.11,10.37
7.25,2.33,7.06,3.38,1.21,1,2.31
2.08,1.81,0.57,0.11,1.39,1.4,2.93
2.93,4.25,3.02,0.36,0.77,5.7,5.81
1.54,0.54,0.78,1.62,0.75,0.41,3.66
3.04,1.05,0.75,6.73,3.11,1.27,1.32
2.48,0.98,0.52,0.82,0.6,0.7,2.21
7.22,1.01,1.16,1.42,1.67,1.09,3.98
4.47,10.81,10.82,3.45,2.54,3.22,0.05
1.89,0.06,1.74,3.64,6.27,0.94,0.9
1.14,4.46,1.09,4.19,3.96,1.78,2.32
4.3,4.51,3.6,0.42,0.01,5.34,0.4
0.11,2.97,1.47,4.49,3.28,0.97,6.8
7.48,3.84,1.1,1.57,0.16,0.89,0.41
2.07,2.15,8.27,3.1,1.76,1.8,2.65
5.92,1.67,2.46,1.5,3.91,0.06,0.16
0.39,0.33,1.26,5.54,1.32,4.61,2.04
1.5,0.93,0.31,4.11,1.41,13.34,2.91
1.12,0.47,0.05,0,0.38,2.44,9.8
2.52,1.96,11.74,6.5,1.39,1.12,0.72
0.14,2.24,0.23,0.44,3.7,0.43,0.88
2.91,3.76,1.72,3.84,1.08,8.14,2.58
1.74,5.49,0.52,0.71,5.56,0.79,3.85
14.84,8.43,0.49,11.49,3.33,0.86,0.25
0.06,4.31,7.02,9.94,5.41,7.55,0.05
0.81,0.49,0.37,2.66,3.88,3.08,2.5
0.69,5.44,3.87,3.5,1.29,1.19,8.56
2.76,3.79,3.1,0.37,0.67,0.61,0.69
1.79,3.41,2.97,2.01,1.94,1.74,5.4
8.73,2.37,5.68,13.39,0.28,0.63,3.22
4.71,2.18,18.11,6.11,2.05,1.92,0.96
0.36,1.2,1.83,4.91,4.15,2.5,1.4
3.06,12.41,13.25,1.76,2.74,4.07,2.31
2.34,2.76,2.25,0.87,4.69,4.01,2.7
3.51,0.53,0.58,2.1,10.41,4.86,1.03
2.21,1.4,1.6,2.36,1.27,3.18,3
6.85,0.9,0.28,4.38,1.68,1.72,3.44
0.87,1.35,0.66,6.94,1.89,1.49,2.85
2.06,0.96,1.36,2.58,1.18,5.14,1.52
1.42,2.56,15.29,5.69,0.41,4.33,3.57
0.65,1.26,4.08,0.87,0.03,0.2,1.52
11.67,2.3,1.43,2.35,4.33,3.95,12.22
7.98,3.78,0.49,0.53,1.23,1.34,0.73
0.69,2.82,1.82,2.2,12.98,3,1.71
1.54,1.84,1.81,0.84,2.43,1.82,3.02
0.49,0.53,0.5,1.18,2.19,0.1,0.05
0.66,0.02,0.84,4.02,8.24,2.98,3.71
6.49,11.08,3.01,0.34,0.35,0.28,0.5
0.35,0.14,0.65,0.7,0.49,1.27,1.22
0.61,0.1,0.12,1.21,4.34,7.43,1.68
1.32,8.51,2.58,0.88,0.68,5.29,0.02
0.06,0.19,0.87,8.02,1.42,2.97,0.9
0.07,0.02,0,0.32,0.93,2.33,7.74
7.7,2.27,0.71,0.44,0.2,0.39,0.26
0.36,0.65,1.72,1.71,1.58,1.03,1.52
0.43,2.65,1.89,4.72,15.59,8.63,2.64
1.62,4.59,3.59,2.54,5.55,2.32,3.23
2.56,0.18,1.03,0.34,1.34,2.64,1.93
4.8,2.12,2.78,4.33,2.7,1.41,5.67
0.54,1.38,1.76,0.6,2.75,2.67,0.52
0.24,0.73,0.36,0.01,0.1,3.96,1.14
5.85,4.77,1.04,4.19,0.81,0.88,0.27
0.1,6.41,7.94,3.29,3.92,4.15,9.26
0.96,3.37,2.06,0.28,0.09,1.07,2.92
5.08,5.11,5.62,4.85,1.78,2.57,2.58
1.17,3.38,0.62,0.77,6.02,1.3,2.72
3.52,4.19,5.14,11.06,6.92,2.44,2.2
6.62,5.44,0.33,8.75,4.81,0.63,2.6
1.55,0.54,0.33,1.63,1.22,0,1.69
1.79,3.32,0.18,1.7,0.58,1.41,5.24
1.92,0.28,0.35,2.46,1.65,2.78,3.69
2.22,2.77,0.69,0.04,0.12,1.1,12.47
2.34,0.12,1.38,0.37,3.31,3.82,0.63
0,0.73,6.32,5.41,1.47,0.48,2.46
5.33,14.3,2.19,2.12,0.48,3.97,5.37
5.09,3.92,4.01,8.21,4.54,2.12,4.92
1.51,1.12,3.93,5.57,0.03,0.36,0.33
0.1,0.05,5.85,18.36,3.94,5.16,2.9
0.24,5.76,19.94,1.93,3.65,3.19,1.47
8.92,3.31,0.9,0.08,0.29,10.69,8.25
1.35,1.09,2.6,0.65,2.01,1.23,0.65
0.72,0.39,7.48,2.8,1.29,2.87,3.88
0.98,3.74,0.76,8.52,10.36,0.96,0.24
0.28,0.2,0.11,0.24,0.08,0.36,0.01
0.71,2.44,5.14,4.41,14.09,16.52,3
2.72,2.85,2.46,3.9,1.94,0.61,0.03
1.44,1.58,4.59,1.57,1.58,2.48,2.28
0.69,0.64,0.41,0.07,1.02,9.67,2.67
0.28,3.67,1.82,1.29,0.25,0.55,1.89
10.2,2.19,0.23,0.18,5.72,7.01,1.8
3.3,3.04,2.71,2.2,3.5,2.87,0.73
4.57,5.03,0.57,0.54,2.26,2.36,0.61
1.61,1.74,2.15,0.87,0.46,2.91,2.67
1.81,0.66,1.31,1.9,2.71,2.9,3.58
3.18,2.44,1.72,2.87,2.03,1.49,1.28
1.35,1.08,6.06,3.08,1.21,1.03,2.53
0.79,2.35,1.17,2.96,3.76,0.45,1.01
2.59,1.75,0.79,0.17,8.67,5.23,1.93
1.74,1.28,1.18,0.96,1.26,0.83,1.61
0.44,1.18,0.54,1.95,0.12,2.54,0.77
3.03,2.05,0.76,4.58,3.66,0.29,3.44
1.85,4,1.21,0.21,1.66,0.22,3.21
7.26,2,9.81,8.63,1.84,1.86,1.47
0.27,0.15,0.05,6.13,4.49,0.95,0.61
3.56,3.64,0.39,0.06,0,0.22,1.37
1.41,3.37,0.49,0.98,5.41,3.79,1.4
1.73,1.34,2.4,0.02,0.02,0.69,0.11
0.07,0.49,0.03,4.6,0.66,0.02,0
0.16,8.9,12.21,3.32,0.7,1.18,2.57
0.34,2.53,2.58,1.07,2.19,1.11,5.07
4.66,0.6,11.02,4.74,4.9,1.21,2.18
10.81,7.16,3.62,5.89,9.49,3.53,0.9
1.29,0.26,0.31,0.23,1.19,1.91,0.68
5.16,6.38,4.6,0.87,1.23,1.02,2.41
1.76,1.99,4.37,1.99,0.22,1.41,1.38
0.91,1.84,3.19,5.1,2.74,2.17,4.3
6.84,5.48,10.13,4.01,3.52,6.88,6.38
1.29,0.56,0.39,2.86,13.1,2.5,0
0.03,0.64,0.24,2.45,5.25,1.85,0.59
0.71,0.28,0.21,1.41,2.93,0.05,0.04
1.91,2.39,5.14,0.89,2.32,1.41,2.76
0.99,0.83,1.53,2.22,2.09,1.13,1.68
